label,round,parameter,value,runs,avg_gap,worst_dataset_avg_gap,best_gap,worst_gap,exact_hits,avg_time,population_size,generations,crossover_rate,mutation_rate,elite_count,tournament_k
GA/scholl-2,0,initial,,9,2.5555555555555554,2.5555555555555554,2,4,0,4.372378903889411,60,400,0.85,0.2,4,4
GA/scholl-2,1,population_size,20,9,2.888888888888889,2.888888888888889,2,5,0,1.206903957777993,20,400,0.85,0.2,4,4
GA/scholl-2,1,population_size,40,9,2.7777777777777777,2.7777777777777777,2,5,0,2.7696908568893073,40,400,0.85,0.2,4,4
GA/scholl-2,1,population_size,60,9,2.5555555555555554,2.5555555555555554,2,4,0,4.316015725332869,60,400,0.85,0.2,4,4
GA/scholl-2,1,population_size,100,9,2.6666666666666665,2.6666666666666665,2,4,0,7.671245998332274,100,400,0.85,0.2,4,4
GA/scholl-2,1,generations,100,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1048873088891722,60,100,0.85,0.2,4,4
GA/scholl-2,1,generations,200,9,2.5555555555555554,2.5555555555555554,2,4,0,2.3314226473335617,60,200,0.85,0.2,4,4
GA/scholl-2,1,generations,300,9,2.5555555555555554,2.5555555555555554,2,4,0,3.2635814034434185,60,300,0.85,0.2,4,4
GA/scholl-2,1,generations,400,9,2.5555555555555554,2.5555555555555554,2,4,0,4.256124954333144,60,400,0.85,0.2,4,4
GA/scholl-2,1,crossover_rate,0.5,9,2.6666666666666665,2.6666666666666665,2,4,0,1.0270579155557142,60,100,0.5,0.2,4,4
GA/scholl-2,1,crossover_rate,0.7,9,2.6666666666666665,2.6666666666666665,2,4,0,1.0034176063333387,60,100,0.7,0.2,4,4
GA/scholl-2,1,crossover_rate,0.85,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1173854762221,60,100,0.85,0.2,4,4
GA/scholl-2,1,crossover_rate,0.95,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1970521762224153,60,100,0.95,0.2,4,4
GA/scholl-2,1,mutation_rate,0.05,9,2.6666666666666665,2.6666666666666665,2,4,0,1.0891645109998838,60,100,0.85,0.05,4,4
GA/scholl-2,1,mutation_rate,0.1,9,2.6666666666666665,2.6666666666666665,2,4,0,1.1075071219998387,60,100,0.85,0.1,4,4
GA/scholl-2,1,mutation_rate,0.2,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1298369269999158,60,100,0.85,0.2,4,4
GA/scholl-2,1,mutation_rate,0.4,9,2.6666666666666665,2.6666666666666665,2,4,0,1.1709294991107728,60,100,0.85,0.4,4,4
GA/scholl-2,1,elite_count,2,9,2.6666666666666665,2.6666666666666665,2,4,0,1.2479932061117627,60,100,0.85,0.2,2,4
GA/scholl-2,1,elite_count,4,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1999436141118673,60,100,0.85,0.2,4,4
GA/scholl-2,1,elite_count,6,9,2.6666666666666665,2.6666666666666665,2,4,0,1.0923939655549475,60,100,0.85,0.2,6,4
GA/scholl-2,1,elite_count,8,9,2.6666666666666665,2.6666666666666665,2,4,0,1.0499165454441228,60,100,0.85,0.2,8,4
GA/scholl-2,1,tournament_k,2,9,2.6666666666666665,2.6666666666666665,2,4,0,1.555366437555171,60,100,0.85,0.2,4,2
GA/scholl-2,1,tournament_k,3,9,2.5555555555555554,2.5555555555555554,2,4,0,1.089447534333077,60,100,0.85,0.2,4,3
GA/scholl-2,1,tournament_k,4,9,2.5555555555555554,2.5555555555555554,2,4,0,1.1062245451107122,60,100,0.85,0.2,4,4
GA/scholl-2,1,tournament_k,6,9,2.6666666666666665,2.6666666666666665,2,4,0,1.1658648740004638,60,100,0.85,0.2,4,6
