Name,Best LB,Best UB,Status,Selected
201_2500_DI_0.txt,65,65,Solved,1
201_2500_DI_1.txt,65,65,Solved,1
201_2500_DI_2.txt,65,65,Solved,1
201_2500_DI_3.txt,65,65,Solved,1
201_2500_DI_4.txt,65,65,Solved,1
201_2500_DI_5.txt,65,65,Solved,1
201_2500_DI_6.txt,65,65,Solved,1
201_2500_DI_7.txt,65,65,Solved,1
201_2500_DI_8.txt,65,65,Solved,1
201_2500_DI_9.txt,65,65,Solved,1
201_2500_DI_10.txt,65,65,Solved,1
201_2500_DI_11.txt,65,65,Solved,1
201_2500_DI_12.txt,65,65,Solved,1
201_2500_DI_13.txt,65,65,Solved,1
201_2500_DI_14.txt,65,65,Solved,1
201_2500_DI_15.txt,65,65,Solved,1
201_2500_DI_16.txt,65,65,Solved,1
201_2500_DI_17.txt,65,65,Solved,1
201_2500_DI_18.txt,65,65,Solved,1
201_2500_DI_19.txt,65,65,Solved,1
201_2500_DI_20.txt,65,65,Solved,1
201_2500_DI_21.txt,65,65,Solved,1
201_2500_DI_22.txt,65,65,Solved,1
201_2500_DI_23.txt,65,65,Solved,1
201_2500_DI_24.txt,65,65,Solved,1
201_2500_DI_25.txt,65,65,Solved,1
201_2500_DI_26.txt,65,65,Solved,1
201_2500_DI_27.txt,65,65,Solved,1
201_2500_DI_28.txt,65,65,Solved,1
201_2500_DI_29.txt,65,65,Solved,1
201_2500_DI_30.txt,65,65,Solved,1
201_2500_DI_31.txt,65,65,Solved,1
201_2500_DI_32.txt,65,65,Solved,1
201_2500_DI_33.txt,65,65,Solved,1
201_2500_DI_34.txt,65,65,Solved,1
201_2500_DI_35.txt,65,65,Solved,1
201_2500_DI_36.txt,65,65,Solved,1
201_2500_DI_37.txt,65,65,Solved,1
201_2500_DI_38.txt,65,65,Solved,1
201_2500_DI_39.txt,65,65,Solved,1
201_2500_DI_40.txt,65,65,Solved,1
201_2500_DI_41.txt,65,65,Solved,1
201_2500_DI_42.txt,65,65,Solved,1
