Name,Best LB,Best UB,Status,Selected
Hard28_BPP14.txt,62,62,Solved,1
Hard28_BPP832.txt,60,60,Solved,1
Hard28_BPP40.txt,59,59,Solved,1
Hard28_BPP360.txt,62,62,Solved,1
Hard28_BPP645.txt,58,58,Solved,1
Hard28_BPP742.txt,64,64,Solved,1
Hard28_BPP766.txt,62,62,Solved,1
Hard28_BPP60.txt,63,63,Solved,1
Hard28_BPP13.txt,67,67,Solved,1
Hard28_BPP195.txt,64,64,Solved,1
Hard28_BPP709.txt,67,67,Solved,1
Hard28_BPP785.txt,68,68,Solved,1
Hard28_BPP47.txt,71,71,Solved,1
Hard28_BPP181.txt,72,72,Solved,1
Hard28_BPP359.txt,76,76,Solved,1
Hard28_BPP485.txt,71,71,Solved,1
Hard28_BPP640.txt,74,74,Solved,1
Hard28_BPP716.txt,76,76,Solved,1
Hard28_BPP119.txt,77,77,Solved,1
Hard28_BPP144.txt,73,73,Solved,1
Hard28_BPP561.txt,72,72,Solved,1
Hard28_BPP781.txt,71,71,Solved,1
Hard28_BPP900.txt,75,75,Solved,1
Hard28_BPP175.txt,84,84,Solved,1
Hard28_BPP178.txt,80,80,Solved,1
Hard28_BPP419.txt,80,80,Solved,1
Hard28_BPP531.txt,83,83,Solved,1
Hard28_BPP814.txt,81,81,Solved,1
