Name,Best LB,Best UB,Status,Selected
Falkenauer_u120_00.txt,48,48,Solved,1
Falkenauer_u120_01.txt,49,49,Solved,0
Falkenauer_u120_02.txt,46,46,Solved,1
Falkenauer_u120_03.txt,49,49,Solved,1
Falkenauer_u120_04.txt,50,50,Solved,0
Falkenauer_u120_05.txt,48,48,Solved,1
Falkenauer_u120_06.txt,48,48,Solved,1
Falkenauer_u120_07.txt,49,49,Solved,1
Falkenauer_u120_08.txt,50,50,Solved,1
Falkenauer_u120_09.txt,46,46,Solved,1
Falkenauer_u120_10.txt,52,52,Solved,0
Falkenauer_u120_11.txt,49,49,Solved,1
Falkenauer_u120_12.txt,48,48,Solved,1
Falkenauer_u120_13.txt,49,49,Solved,0
Falkenauer_u120_14.txt,50,50,Solved,0
Falkenauer_u120_15.txt,48,48,Solved,1
Falkenauer_u120_16.txt,52,52,Solved,0
Falkenauer_u120_17.txt,52,52,Solved,1
Falkenauer_u120_18.txt,49,49,Solved,1
Falkenauer_u120_19.txt,49,49,Solved,1
Falkenauer_u250_00.txt,99,99,Solved,1
Falkenauer_u250_01.txt,100,100,Solved,1
Falkenauer_u250_02.txt,102,102,Solved,1
Falkenauer_u250_03.txt,100,100,Solved,1
Falkenauer_u250_04.txt,101,101,Solved,1
Falkenauer_u250_05.txt,101,101,Solved,1
Falkenauer_u250_06.txt,102,102,Solved,1
Falkenauer_u250_07.txt,103,103,Solved,1
Falkenauer_u250_08.txt,105,105,Solved,1
Falkenauer_u250_09.txt,101,101,Solved,1
Falkenauer_u250_10.txt,105,105,Solved,1
Falkenauer_u250_11.txt,101,101,Solved,1
Falkenauer_u250_12.txt,105,105,Solved,1
Falkenauer_u250_13.txt,103,103,Solved,1
Falkenauer_u250_14.txt,100,100,Solved,1
Falkenauer_u250_15.txt,105,105,Solved,1
Falkenauer_u250_16.txt,97,97,Solved,1
Falkenauer_u250_17.txt,100,100,Solved,1
Falkenauer_u250_18.txt,100,100,Solved,1
Falkenauer_u250_19.txt,102,102,Solved,1
Falkenauer_u500_00.txt,198,198,Solved,1
Falkenauer_u500_01.txt,201,201,Solved,1
Falkenauer_u500_02.txt,202,202,Solved,1
Falkenauer_u500_03.txt,204,204,Solved,1
Falkenauer_u500_04.txt,206,206,Solved,1
Falkenauer_u500_05.txt,206,206,Solved,1
Falkenauer_u500_06.txt,207,207,Solved,1
Falkenauer_u500_07.txt,204,204,Solved,1
Falkenauer_u500_08.txt,196,196,Solved,1
Falkenauer_u500_09.txt,202,202,Solved,1
Falkenauer_u500_10.txt,200,200,Solved,1
Falkenauer_u500_11.txt,200,200,Solved,1
Falkenauer_u500_12.txt,199,199,Solved,1
Falkenauer_u500_13.txt,196,196,Solved,1
Falkenauer_u500_14.txt,204,204,Solved,1
Falkenauer_u500_15.txt,201,201,Solved,1
Falkenauer_u500_16.txt,202,202,Solved,1
Falkenauer_u500_17.txt,198,198,Solved,1
Falkenauer_u500_18.txt,202,202,Solved,1
Falkenauer_u500_19.txt,196,196,Solved,1
Falkenauer_u1000_00.txt,399,399,Solved,1
