Name,Best LB,Best UB,Status,Selected
N1C1W1_A.txt,25,25,Solved,0
N1C1W1_B.txt,31,31,Solved,0
N1C1W1_C.txt,20,20,Solved,1
N1C1W1_D.txt,28,28,Solved,0
N1C1W1_E.txt,26,26,Solved,0
N1C1W1_F.txt,27,27,Solved,0
N1C1W1_G.txt,25,25,Solved,0
N1C1W1_H.txt,31,31,Solved,0
N1C1W1_I.txt,25,25,Solved,1
N1C1W1_J.txt,26,26,Solved,0
N1C1W1_K.txt,26,26,Solved,1
N1C1W1_L.txt,33,33,Solved,0
N1C1W1_M.txt,30,30,Solved,0
N1C1W1_N.txt,25,25,Solved,1
N1C1W1_O.txt,32,32,Solved,0
N1C1W1_P.txt,26,26,Solved,0
N1C1W1_Q.txt,28,28,Solved,0
N1C1W1_R.txt,25,25,Solved,1
N1C1W1_S.txt,28,28,Solved,0
N1C1W1_T.txt,28,28,Solved,0
N1C1W2_A.txt,29,29,Solved,1
N1C1W2_B.txt,30,30,Solved,0
N1C1W2_C.txt,33,33,Solved,0
N1C1W2_D.txt,31,31,Solved,0
N1C1W2_E.txt,36,36,Solved,1
N1C1W2_F.txt,30,30,Solved,0
N1C1W2_G.txt,30,30,Solved,0
N1C1W2_H.txt,33,33,Solved,0
N1C1W2_I.txt,35,35,Solved,0
N1C1W2_J.txt,34,34,Solved,1
N1C1W2_K.txt,35,35,Solved,0
N1C1W2_L.txt,31,31,Solved,0
N1C1W2_M.txt,30,30,Solved,0
N1C1W2_N.txt,33,33,Solved,0
N1C1W2_O.txt,29,29,Solved,0
N1C1W2_P.txt,33,33,Solved,0
N1C1W2_Q.txt,36,36,Solved,0
N1C1W2_R.txt,34,34,Solved,0
N1C1W2_S.txt,37,37,Solved,0
N1C1W2_T.txt,38,38,Solved,0
N1C1W4_A.txt,35,35,Solved,1
N1C1W4_B.txt,40,40,Solved,0
N1C1W4_C.txt,36,36,Solved,0
N1C1W4_D.txt,38,38,Solved,0
N1C1W4_E.txt,38,38,Solved,0
N1C1W4_F.txt,32,32,Solved,0
N1C1W4_G.txt,37,37,Solved,1
N1C1W4_H.txt,40,40,Solved,0
N1C1W4_I.txt,35,35,Solved,0
N1C1W4_J.txt,37,37,Solved,0
N1C1W4_K.txt,41,41,Solved,0
N1C1W4_L.txt,35,35,Solved,0
N1C1W4_M.txt,41,41,Solved,0
N1C1W4_N.txt,39,39,Solved,0
N1C1W4_O.txt,34,34,Solved,0
N1C1W4_P.txt,38,38,Solved,0
N1C1W4_Q.txt,34,34,Solved,0
N1C1W4_R.txt,38,38,Solved,0
N1C1W4_S.txt,36,36,Solved,1
N1C1W4_T.txt,42,42,Solved,0
N1C2W1_A.txt,21,21,Solved,0
N1C2W1_B.txt,26,26,Solved,0
N1C2W1_C.txt,23,23,Solved,1
N1C2W1_D.txt,21,21,Solved,0
N1C2W1_E.txt,17,17,Solved,0
N1C2W1_F.txt,22,22,Solved,0
N1C2W1_G.txt,21,21,Solved,1
N1C2W1_H.txt,23,23,Solved,0
N1C2W1_I.txt,27,27,Solved,0
N1C2W1_J.txt,27,27,Solved,0
N1C2W1_K.txt,24,24,Solved,0
N1C2W1_L.txt,25,25,Solved,0
N1C2W1_M.txt,26,26,Solved,0
N1C2W1_N.txt,21,21,Solved,1
N1C2W1_O.txt,15,15,Solved,0
N1C2W1_P.txt,21,21,Solved,0
N1C2W1_Q.txt,24,24,Solved,0
N1C2W1_R.txt,23,23,Solved,0
N1C2W1_S.txt,22,22,Solved,1
N1C2W1_T.txt,22,22,Solved,0
N1C2W2_A.txt,24,24,Solved,0
N1C2W2_B.txt,27,27,Solved,0
N1C2W2_C.txt,29,29,Solved,0
N1C2W2_D.txt,24,24,Solved,0
N1C2W2_E.txt,33,33,Solved,0
N1C2W2_F.txt,26,26,Solved,1
N1C2W2_G.txt,29,29,Solved,0
N1C2W2_H.txt,23,23,Solved,1
N1C2W2_I.txt,25,25,Solved,0
N1C2W2_J.txt,25,25,Solved,0
N1C2W2_K.txt,29,29,Solved,0
N1C2W2_L.txt,30,30,Solved,0
N1C2W2_M.txt,30,30,Solved,0
N1C2W2_N.txt,26,26,Solved,0
N1C2W2_O.txt,29,29,Solved,1
N1C2W2_P.txt,23,23,Solved,0
N1C2W2_Q.txt,30,30,Solved,0
N1C2W2_R.txt,25,25,Solved,0
N1C2W2_S.txt,24,24,Solved,0
N1C2W2_T.txt,26,26,Solved,1
N1C2W4_A.txt,29,29,Solved,0
N1C2W4_B.txt,32,32,Solved,1
N1C2W4_C.txt,30,30,Solved,0
N1C2W4_D.txt,28,28,Solved,1
N1C2W4_E.txt,30,30,Solved,0
N1C2W4_F.txt,32,32,Solved,0
N1C2W4_G.txt,30,30,Solved,1
N1C2W4_H.txt,30,30,Solved,0
N1C2W4_I.txt,35,35,Solved,0
N1C2W4_J.txt,30,30,Solved,0
N1C2W4_K.txt,32,32,Solved,0
N1C2W4_L.txt,31,31,Solved,1
N1C2W4_M.txt,31,31,Solved,0
N1C2W4_N.txt,32,32,Solved,0
N1C2W4_O.txt,30,30,Solved,0
N1C2W4_P.txt,28,28,Solved,0
N1C2W4_Q.txt,33,33,Solved,0
N1C2W4_R.txt,35,35,Solved,0
N1C2W4_S.txt,38,38,Solved,0
