label,round,parameter,value,runs,avg_gap,worst_dataset_avg_gap,best_gap,worst_gap,exact_hits,avg_time,num_ants,generations,alpha,beta,evaporation_rate,pheromone_init,pheromone_min,pheromone_max,elite_ants,local_search_steps,deposit_strength
ACO/scholl-3,0,initial,,3,4.0,4.0,4,4,0,2.4392991013325322,16,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,num_ants,10,3,4.0,4.0,4,4,0,1.63005557966729,10,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,num_ants,16,3,4.0,4.0,4,4,0,2.4907276633336246,16,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,num_ants,24,3,4.0,4.0,4,4,0,3.586053113666518,24,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,num_ants,32,3,4.0,4.0,4,4,0,4.546434905666199,32,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,generations,40,3,4.0,4.0,4,4,0,0.8251189166670277,10,40,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,generations,80,3,4.0,4.0,4,4,0,1.6358311483321206,10,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,generations,120,3,4.0,4.0,4,4,0,2.4487844906677005,10,120,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,generations,200,3,4.0,4.0,4,4,0,4.113220752001022,10,200,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,alpha,0.5,3,4.0,4.0,4,4,0,0.8255097853325424,10,40,0.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,alpha,1.0,3,4.0,4.0,4,4,0,0.8248138560011284,10,40,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,alpha,1.5,3,4.0,4.0,4,4,0,0.8374485676674036,10,40,1.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,alpha,2.0,3,4.0,4.0,4,4,0,0.8621763873343298,10,40,2.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,beta,2.0,3,4.0,4.0,4,4,0,0.872534095999678,10,40,1.0,2.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,beta,3.0,3,4.0,4.0,4,4,0,0.8650553686675266,10,40,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,beta,4.0,3,4.0,4.0,4,4,0,0.8584090286676656,10,40,1.0,4.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,beta,5.0,3,4.0,4.0,4,4,0,0.8495889526651202,10,40,1.0,5.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,evaporation_rate,0.1,3,4.0,4.0,4,4,0,0.8740424660002949,10,40,1.0,5.0,0.1,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,evaporation_rate,0.2,3,4.0,4.0,4,4,0,0.8484839723338761,10,40,1.0,5.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,evaporation_rate,0.35,3,4.0,4.0,4,4,0,0.8387637076666579,10,40,1.0,5.0,0.35,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,evaporation_rate,0.5,3,4.0,4.0,4,4,0,0.8336934633322622,10,40,1.0,5.0,0.5,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-3,1,elite_ants,1,3,4.0,4.0,4,4,0,0.8331728906656887,10,40,1.0,5.0,0.5,1.0,0.01,6.0,1,40,1000.0
