label,round,parameter,value,runs,avg_gap,worst_dataset_avg_gap,best_gap,worst_gap,exact_hits,avg_time,num_ants,generations,alpha,beta,evaporation_rate,pheromone_init,pheromone_min,pheromone_max,elite_ants,local_search_steps,deposit_strength
ACO/scholl-2,0,initial,,9,1.8888888888888888,1.8888888888888888,1,4,0,1.110558865555908,16,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,num_ants,10,9,2.0,2.0,1,4,0,0.7540518856666394,10,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,num_ants,16,9,1.8888888888888888,1.8888888888888888,1,4,0,1.1184303819997392,16,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,num_ants,24,9,1.7777777777777777,1.7777777777777777,1,3,0,1.5973951243330602,24,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,num_ants,32,9,1.7777777777777777,1.7777777777777777,1,3,0,2.086419302111204,32,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,generations,40,9,2.0,2.0,1,4,0,0.8063687080001627,24,40,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,generations,80,9,1.7777777777777777,1.7777777777777777,1,3,0,1.6003930418891186,24,80,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,generations,120,9,1.6666666666666667,1.6666666666666667,1,3,0,2.3974680133332082,24,120,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,generations,200,9,1.6666666666666667,1.6666666666666667,1,3,0,3.978301715777181,24,200,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,alpha,0.5,9,1.6666666666666667,1.6666666666666667,1,3,0,2.396045948000392,24,120,0.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,alpha,1.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4292535608886587,24,120,1.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,alpha,1.5,9,1.7777777777777777,1.7777777777777777,1,3,0,2.414731373777613,24,120,1.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,alpha,2.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4493027225552293,24,120,2.0,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,beta,2.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4453119634438027,24,120,0.5,2.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,beta,3.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4149639332224777,24,120,0.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,beta,4.0,9,1.7777777777777777,1.7777777777777777,1,4,0,2.4024003636667555,24,120,0.5,4.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,beta,5.0,9,2.0,2.0,1,4,0,2.384833290221852,24,120,0.5,5.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,evaporation_rate,0.1,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4518959084452945,24,120,0.5,3.0,0.1,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,evaporation_rate,0.2,9,1.6666666666666667,1.6666666666666667,1,3,0,2.431977312889406,24,120,0.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,evaporation_rate,0.35,9,1.6666666666666667,1.6666666666666667,1,3,0,2.5203908404441284,24,120,0.5,3.0,0.35,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,evaporation_rate,0.5,9,1.6666666666666667,1.6666666666666667,1,3,0,2.519749540110853,24,120,0.5,3.0,0.5,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,elite_ants,1,9,1.6666666666666667,1.6666666666666667,1,3,0,2.487305007778357,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,40,1000.0
ACO/scholl-2,1,elite_ants,2,9,1.7777777777777777,1.7777777777777777,1,3,0,2.4935781485554696,24,120,0.5,3.0,0.2,1.0,0.01,6.0,2,40,1000.0
ACO/scholl-2,1,elite_ants,3,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4915809912227918,24,120,0.5,3.0,0.2,1.0,0.01,6.0,3,40,1000.0
ACO/scholl-2,1,elite_ants,5,9,1.6666666666666667,1.6666666666666667,1,3,0,2.5090166493343227,24,120,0.5,3.0,0.2,1.0,0.01,6.0,5,40,1000.0
ACO/scholl-2,1,local_search_steps,0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.428708426777626,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,0,1000.0
ACO/scholl-2,1,local_search_steps,20,9,1.6666666666666667,1.6666666666666667,1,3,0,2.4046811220000057,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,20,1000.0
ACO/scholl-2,1,local_search_steps,40,9,1.6666666666666667,1.6666666666666667,1,3,0,2.3843255368879506,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,40,1000.0
ACO/scholl-2,1,local_search_steps,80,9,1.6666666666666667,1.6666666666666667,1,3,0,2.438771574444319,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,80,1000.0
ACO/scholl-2,1,deposit_strength,100.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.3832285024444797,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,40,100.0
ACO/scholl-2,1,deposit_strength,500.0,9,1.6666666666666667,1.6666666666666667,1,3,0,2.3811256249993877,24,120,0.5,3.0,0.2,1.0,0.01,6.0,1,40,500.0
